_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
495,Roads and bridges,Transportation,Toronto,Hwy 401 improvements,Complete,Jun-20,"Resurface the Hwy 401/404 interchange, southbound Don Valley Parkway from Hwy 404 to Bayview Ave. and westbound express lanes",,Toronto,Central,,,Hwy 401,17148000,,Yes,,,,43.76765705,-79.33800075
496,Roads and bridges,Transportation,Toronto,Bridge rehabilitation,Complete,Jul-21,Rehabilitation of various bridges at Dufferine St. and Allen Rd. interchanges,,Toronto,Central,,,Hwy 401,57983000,,Yes,,,,43.73001662,-79.44880532
497,Roads and bridges,Transportation,Toronto,Highway 427 bridge rehabilitation,Under construction,2022,"Rehabilitate various bridges on Hwy 427 at Bloor St., Burnhamthorpe Rd. and Rathburn Rd",,Toronto,Central,,,Hwy 427,39190000,,Yes,,,,43.64564571,-79.56330412
498,Roads and bridges,Transportation,Toronto,"QEW from Etobicoke Creek to The East Mall, Phase 1, Toronto",Under construction,Sep-23,"Bridge rehabilitation, Bridge replacement, Resurfacing","Bridge rehabilitation, Bridge replacement, Resurfacing",Toronto,Central,,,QEW,0,,Yes,,,,43.60488737,-79.55953269
499,Roads and bridges,Transportation,Toronto,"Hwy 401 eastbound express, Keele St. to Avenue Rd., Kipling Ave. to Hwy 400 interchange westbound express, Wilson Ave., Bathurst St., Dufferin St., CNR overhead, Toronto",Under construction,Jul-23,"Bridge rehabilitation, Resurfacing",,Toronto,Central,,,,0,,Yes,,,,43.73001662,-79.44880532
500,Roads and bridges,Transportation,Tweed,Resurfacing Victoria Street,Complete,Mar-20,Resurfacing of Victoria Street,,Hastings,East,,,Highway 37,1325193,,Yes,,,,44.476319,-77.311801
501,Roads and bridges,Transportation,Vaughan,HOV Lanes on Highway 400,Under construction,2022,10 kms of HOV lanes from Major Mackenzie Drive to King Road,,York,Central,,,Highway 400,89850000,,Yes,,,,,
502,Roads and bridges,Transportation,Waterloo Region,"Hwy 401 from Waterloo Reg. Rd. 24 (Hespeler Rd.) to Waterloo Reg. Rd. 33 (Townline Rd.), Cambridge",Under construction,Oct-23,"Hwy 401 widening from Hespeler Rd. to Townline Rd., bridge replacement of Hespeler Rd., bridge rehabilitation of Townline Rd. and Wellington Rd. 32","Six to ten-lane widening (HOV), bridge replacement, bridge rehabititation ",Waterloo,Southwest,,,Highway 401,0,,,Yes,,,43.42091352,-80.28323357
503,Roads and bridges,Transportation,Waterloo Region,"Alder Creek Culvert, west of Kitchener",Complete,Dec-21,"Culvert rehabilitation, Culvert replacement",,Waterloo,Southwest,,,,0,,Yes,,,,43.40848173,-80.57115724
504,Roads and bridges,Transportation,Wawa,Highway 17 Rehabilitation and Culvert Replacements,Complete,Oct-17,Highway rehabilitation and culvert replacements,Rehabilitating Highway 17 and replacing culverts,Algoma,Northeast,,,Hwy 17,23978888,,Yes,,,,47.992476,-84.771831
505,Roads and bridges,Transportation,Wawa,Highway 101 reconstruction ,Planning,2022,Reconstruct Highway 101 (Mission Road and Main Street),,Algoma,Northeast,,,Highway 101,3000000,,Yes,,,,47.991,-84.773
506,Roads and bridges,Transportation,Wellington North,Queen Street Resurfacing,Complete,Sep-17,Resurfacing of Queen Street,,Wellington,Southwest,,,Highway 89,0,,Yes,,,,43.978951,-80.732925
507,Roads and bridges,Transportation,Wellington North,Queen Street Resurfacing,Complete,Mar-19,"Resurface 1,200 m of Queen Street West from the west Connecting Link limit to 40m west of Dublin Street",,Wellington,Southwest,,,Highway 89,0,,Yes,,,,43.977494,-80.747757
508,Roads and bridges,Transportation,Wellington North,Resurfacing of George Street and Smith Street ,Complete,Mar-22,,,Wellington,Southwest,,,6,1714050,,Yes,,,,43.832487,-80.53782
509,Roads and bridges,Transportation,Wellington North,Reconstruction of Queen Street East (Highway 89) in Mount Forest,Under construction,2023,,,Wellington,Southwest,,,89,1420000,,Yes,,,,43.979912,-80.727943
510,Roads and bridges,Transportation,West Grey,Rehabilitation of Garafraxa Street Bridge,Under construction,2023,,,Grey,Southwest,,,6,710234,,Yes,,,,44.177506,-80.818817
511,Roads and bridges,Transportation,West Grey,Replacement of Garafraxa Street Culvert,Complete,Mar-22,,,Grey,Southwest,,,6,329378,,Yes,,,,44.173649,-80.817729
512,Roads and bridges,Transportation,West Nipissing,Highway 17 Rehabilitation between Sturgeon Falls and Verner,Complete,Dec-16,Highway rehabilitation between Sturgeon Falls and Verner,Rehabilitating Highway 17 between Sturgeon Falls and Verner,Nipissing,Northeast,,,Hwy 17,12248484,,Yes,,,,,
513,Roads and bridges,Transportation,West Nipissing,Highway 17 Rehabilitation between Sturgeon Falls and Verner - Part2,Complete,Sep-16,Highway rehabilitation between Sturgeon Falls and Verner,Rehabilitating Highway 17 between Sturgeon Falls and Verner,Nipissing,Northeast,,P2B 2H2,Hwy 17,12594848,,Yes,,,,,
514,Roads and bridges,Transportation,West Nipissing,Detailed Design for Front Street/Champlain Bridge Rehabilitation ,Complete,Mar-21,,,Nipissing,Northeast,,,17,113000,,Yes,,,,46.366145,-79.933999
515,Roads and bridges,Transportation,West Nipissing,Detailed Design for Champlain Bridge Rehabilitation/Replacement,Under construction,2023,,,Nipissing,Northeast,,,17,442351,,Yes,,,,46.366169,-79.934016
516,Roads and bridges,Transportation,West Perth,Bridge Rehabilitation,Complete,Dec-16,Rehabilitation of Blanshard  Street Bridge on Highway 23 ,,Perth,Southwest,,,Highway 23,0,,Yes,,,,43.46461,-81.20355
517,Roads and bridges,Transportation,West Perth,Blanshard Street Resurfacing,Complete,Mar-18,Resurfacing of Blanshard Street from Frank Street to Highway 8,,Perth,Southwest,,,Highway 23,0,,Yes,,,,43.460718,-81.20554
518,Roads and bridges,Transportation,West Perth,Huron Road Resurfacing ,Complete,Mar-19,Resurface 1.5  kms of Huron Road from West Street to Blanshard Street,,Perth,Southwest,,,Highway 8,0,,Yes,,,,43.473364,-81.209531
519,Roads and bridges,Transportation,West Perth,Resurfacing of St. George Street ,Complete,Mar-21,,,Perth,Southwest,,,23,504063,,Yes,,,,43.471947,-81.194639
520,Roads and bridges,Transportation,West Perth,Resurfacing of Ontario Road (Highway 8),Complete,Mar-22,,,Perth,Southwest,,,8,530172,,Yes,,,,43.463821,-81.188165
521,Roads and bridges,Transportation,Whitby,Highway 401 Auxiliary Lanes Reconstruction,Complete,Aug-21,"Reconstruction of auxiliary lanes between the new Highway 412 and Brock Street interchange, including Brock Street interchange improvements",,Durham,Central,,,Highway 401,52583000,,Yes,,,,,
522,Roads and bridges,Transportation,Whitby,Highway 407 East Phase 1 ,Complete,Jun-16,Highway 407 East Phase 1  (Highway 412 connecting Highway 401 to Highway 407 East),,Durham,Central,,,Highway 412,1000000000,,Yes,,,http://www.infrastructureontario.ca/Highway-407-East-Phase-1/,,
523,Roads and bridges,Transportation,White River,Highway 631 resurfacing,Complete,May-21,Resurface 32.9 km of Highway 631 easterly of White River,,Algoma,Northeast,,,Hwy 17,33672006,,Yes,,,,48.35958107,-85.06923679
524,Roads and bridges,Transportation,Windsor,Rt. Hon. Herb Gray Parkway,Complete,Dec-15,The Rt. Hon. Herb Gray Parkway was part of the Province's long-term transportation solution to improve the movement of goods and people through Canada's busiest gateway - the Detroit-Windsor borders.  The Parkway is owned by the Province and is not a tolled road.,,Essex,Southwest,,,Herb Gray Parkway ,1400000000,,Yes,,,http://www.infrastructureontario.ca/Rt-Hon-Herb-Gray-Parkway/,,
525,Roads and bridges,Transportation,Windsor,Huron Church Road Reconstruction,Complete,Mar-20,Reconstruct Huron Church Road from Dorchester Road to Malden Road,,Essex,Southwest,,,Highway 3,3000000,,Yes,,,,42.285709,-83.057014
526,Roads and bridges,Transportation,Windsor,Road reconstuction,Planning,2021,Reconstruction of Huron Church Road from Malden Road to Pool Avenue,,Essex,Southwest,,,Highway 3 ,3000000,,Yes,,,,42.28,-83.054
527,Roads and bridges,Transportation,Windsor,Reconstruction of Huron Church (College Ave to Tecumseh Rd),Under construction,2023,,,Essex,Southwest,,,3,3000000,,Yes,,,,42.2951,-83.063
528,Roads and bridges,Transportation,York,407 widening ,Under construction,2022,Widen Hwy 407 to Major Mackenzie Dr. HOV lanes,,York,Central,,,Hwy 404,99100000,,Yes,,,,43.83904591,-79.36805035
529,Roads and bridges,Transportation,York,"Hwy 427 from Finch Ave. to Major Mackenzie Dr., Vaughan",Complete,Jun-21,New section of highway 427 from Finch Ave to Major Mackenzie Dr. including HOV lanes,"New highway, HOV expansion",York,Central,,,Highway 427,0,,Yes,,,,43.7341942,-79.62713553
530,Roads and bridges,Transportation,York,"Holland Drainage Canal, Bradford-West Gwillimbury",Under construction,Nov-23,Bridge replacement,,York,Central,,,,0,,Yes,,,,44.02064162,-79.63418262
531,Roads and bridges,Transportation,York,"Hwy 401 to Hwy 7, Sheppard Ave., CNR, John St., south of Hwy 407, Toronto, Markham",Under construction,Nov-23,"Bridge rehabilitation, Culvert rehabilitation, Resurfacing",,York,Central,,,,0,,Yes,,,,43.8131999,-79.351963
